Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_12_78,VPWR,li1,42.7800,46.2400,1.799868
FILLER_12_67,VPWR,li1,37.7200,46.2400,1.799883
FILLER_12_58,VPWR,li1,32.6600,46.2400,1.799900
FILLER_12_50,VPWR,li1,30.3600,46.2400,1.799906
FILLER_12_41,VPWR,li1,25.7600,46.2400,1.799922
FILLER_12_29,VPWR,li1,21.6200,46.2400,1.799923
FILLER_12_26,VPWR,li1,17.9400,46.2400,1.799915
FILLER_11_83,VPWR,li1,43.9300,40.8000,1.799922
FILLER_11_75,VPWR,li1,40.2500,40.8000,1.799930
FILLER_11_69,VPWR,li1,38.6400,40.8000,1.799934
FILLER_11_57,VPWR,li1,34.5000,40.8000,1.799941
FILLER_11_54,VPWR,li1,30.8200,40.8000,1.799952
FILLER_11_50,VPWR,li1,28.7500,40.8000,1.799957
FILLER_11_43,VPWR,li1,25.5300,40.8000,1.799964
FILLER_11_35,VPWR,li1,22.3100,40.8000,1.799970
FILLER_11_27,VPWR,li1,19.7800,40.8000,1.799968
FILLER_11_15,VPWR,li1,15.1800,40.8000,1.799965
FILLER_11_3,VPWR,li1,9.6600,40.8000,1.799962
FILLER_10_96,VPWR,li1,49.9100,40.8000,1.799915
FILLER_10_90,VPWR,li1,48.3000,40.8000,1.799915
FILLER_10_78,VPWR,li1,42.7800,40.8000,1.799925
FILLER_10_69,VPWR,li1,37.7200,40.8000,1.799934
FILLER_10_61,VPWR,li1,35.4200,40.8000,1.799941
FILLER_10_40,VPWR,li1,24.1500,40.8000,1.799964
FILLER_10_29,VPWR,li1,19.7800,40.8000,1.799968
FILLER_10_20,VPWR,li1,16.5600,40.8000,1.799965
FILLER_10_9,VPWR,li1,10.1200,40.8000,1.799962
FILLER_9_82,VPWR,li1,43.7000,35.3600,1.799872
FILLER_9_63,VPWR,li1,36.3400,35.3600,1.799895
FILLER_9_53,VPWR,li1,30.5900,35.3600,1.799914
FILLER_9_33,VPWR,li1,22.0800,35.3600,1.799943
FILLER_9_21,VPWR,li1,17.9400,35.3600,1.799934
FILLER_9_3,VPWR,li1,7.3600,35.3600,1.799920
FILLER_8_100,VPWR,li1,51.7500,35.3600,1.799860
FILLER_8_92,VPWR,li1,49.6800,35.3600,1.799860
FILLER_8_66,VPWR,li1,38.6400,35.3600,1.799887
FILLER_8_54,VPWR,li1,33.1200,35.3600,1.799905
FILLER_8_47,VPWR,li1,27.3700,35.3600,1.799924
FILLER_8_41,VPWR,li1,25.7600,35.3600,1.799933
FILLER_8_29,VPWR,li1,21.6200,35.3600,1.799943
FILLER_8_3,VPWR,li1,7.1300,35.3600,1.799920
FILLER_7_84,VPWR,li1,45.5400,29.9200,1.799855
FILLER_7_76,VPWR,li1,40.7100,29.9200,1.799864
FILLER_7_64,VPWR,li1,37.7200,29.9200,1.799873
FILLER_7_46,VPWR,li1,27.3700,29.9200,1.799906
FILLER_7_38,VPWR,li1,23.2300,29.9200,1.799922
FILLER_7_30,VPWR,li1,21.1600,29.9200,1.799931
FILLER_7_10,VPWR,li1,11.0400,29.9200,1.799916
FILLER_6_82,VPWR,li1,43.7000,29.9200,1.799859
FILLER_6_69,VPWR,li1,37.7200,29.9200,1.799873
FILLER_6_61,VPWR,li1,35.4200,29.9200,1.799880
FILLER_6_38,VPWR,li1,25.7600,29.9200,1.799915
FILLER_6_26,VPWR,li1,17.9400,29.9200,1.799924
FILLER_6_15,VPWR,li1,13.3400,29.9200,1.799917
FILLER_6_9,VPWR,li1,9.8900,29.9200,1.799914
FILLER_5_104,VPWR,li1,53.5900,24.4800,1.799741
FILLER_5_63,VPWR,li1,35.4200,24.4800,1.799802
FILLER_5_57,VPWR,li1,31.9700,24.4800,1.799829
FILLER_5_43,VPWR,li1,25.9900,24.4800,1.799855
FILLER_5_31,VPWR,li1,22.5400,24.4800,1.799887
FILLER_5_16,VPWR,li1,14.2600,24.4800,1.799875
FILLER_5_3,VPWR,li1,7.8200,24.4800,1.799873
FILLER_4_85,VPWR,li1,46.0000,24.4800,1.799759
FILLER_4_82,VPWR,li1,43.7000,24.4800,1.799766
FILLER_4_74,VPWR,li1,41.4000,24.4800,1.799775
FILLER_4_62,VPWR,li1,36.8000,24.4800,1.799802
FILLER_4_50,VPWR,li1,31.2800,24.4800,1.799829
FILLER_4_15,VPWR,li1,13.3400,24.4800,1.799875
FILLER_4_3,VPWR,li1,9.6600,24.4800,1.799873
FILLER_3_76,VPWR,li1,43.2400,19.0400,1.799829
FILLER_3_64,VPWR,li1,37.7200,19.0400,1.799842
FILLER_3_54,VPWR,li1,30.8200,19.0400,1.799868
FILLER_3_48,VPWR,li1,28.2900,19.0400,1.799879
FILLER_3_36,VPWR,li1,24.8400,19.0400,1.799898
FILLER_3_24,VPWR,li1,19.3200,19.0400,1.799911
FILLER_2_82,VPWR,li1,43.7000,19.0400,1.799829
FILLER_2_68,VPWR,li1,37.2600,19.0400,1.799842
FILLER_2_29,VPWR,li1,21.6200,19.0400,1.799918
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799911
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.799905
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799898
FILLER_1_64,VPWR,li1,36.3400,13.6000,1.799879
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799907
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799935
FILLER_0_104,VPWR,li1,53.5900,13.6000,1.799842
FILLER_0_94,VPWR,li1,50.1400,13.6000,1.799842
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.799854
FILLER_0_69,VPWR,li1,38.1800,13.6000,1.799872
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.799891
FILLER_0_48,VPWR,li1,29.4400,13.6000,1.799907
FILLER_0_36,VPWR,li1,24.8400,13.6000,1.799925
FILLER_0_29,VPWR,li1,19.7800,13.6000,1.799938
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799935
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799935
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799935
fanout19,VPWR,li1,34.5000,51.6800,1.799897
fanout18,VPWR,li1,7.8200,46.2400,1.799892
fanout17,VPWR,li1,52.4400,13.6000,1.799842
fanout16,VPWR,li1,48.7600,19.0400,1.799818
output15,VPWR,li1,51.7500,24.4800,1.799741
output14,VPWR,li1,52.9000,35.3600,1.799860
output13,VPWR,li1,52.9000,40.8000,1.799915
output12,VPWR,li1,40.4800,57.1200,1.799922
output11,VPWR,li1,51.0600,40.8000,1.799915
output10,VPWR,li1,47.8400,13.6000,1.799842
input9,VPWR,li1,39.7900,13.6000,1.799872
input8,VPWR,li1,46.6900,19.0400,1.799822
input7,VPWR,li1,53.1300,19.0400,1.799817
input6,VPWR,li1,53.1300,29.9200,1.799845
input5,VPWR,li1,7.5900,29.9200,1.799914
input4,VPWR,li1,8.9700,40.8000,1.799962
input3,VPWR,li1,7.5900,40.8000,1.799962
input2,VPWR,li1,8.9700,29.9200,1.799914
input1,VPWR,li1,7.5900,51.6800,1.799956
TAP_TAPCELL_ROW_17_65,VPWR,li1,44.3900,57.4260,1.799922
TAP_TAPCELL_ROW_17_64,VPWR,li1,31.5100,57.4260,1.799941
TAP_TAPCELL_ROW_17_63,VPWR,li1,18.6300,57.4260,1.799969
TAP_TAPCELL_ROW_16_62,VPWR,li1,44.3900,56.8130,1.799922
TAP_TAPCELL_ROW_16_61,VPWR,li1,18.6300,56.8130,1.799969
TAP_TAPCELL_ROW_15_60,VPWR,li1,31.5100,51.9860,1.799915
TAP_TAPCELL_ROW_14_59,VPWR,li1,44.3900,51.3730,1.799865
TAP_TAPCELL_ROW_14_58,VPWR,li1,18.6300,51.3730,1.799957
TAP_TAPCELL_ROW_13_57,VPWR,li1,31.5100,46.5460,1.799900
TAP_TAPCELL_ROW_12_56,VPWR,li1,44.3900,45.9330,1.799864
TAP_TAPCELL_ROW_12_55,VPWR,li1,18.6300,45.9330,1.799915
TAP_TAPCELL_ROW_11_54,VPWR,li1,31.5100,41.1060,1.799948
TAP_TAPCELL_ROW_10_53,VPWR,li1,44.3900,40.4930,1.799922
TAP_TAPCELL_ROW_10_52,VPWR,li1,18.6300,40.4930,1.799968
TAP_TAPCELL_ROW_9_51,VPWR,li1,31.5100,35.6660,1.799914
TAP_TAPCELL_ROW_8_50,VPWR,li1,44.3900,35.0530,1.799872
TAP_TAPCELL_ROW_8_49,VPWR,li1,18.6300,35.0530,1.799934
TAP_TAPCELL_ROW_7_48,VPWR,li1,31.5100,30.2260,1.799891
TAP_TAPCELL_ROW_6_47,VPWR,li1,44.3900,29.6130,1.799859
TAP_TAPCELL_ROW_6_46,VPWR,li1,18.6300,29.6130,1.799924
TAP_TAPCELL_ROW_5_45,VPWR,li1,31.5100,24.7860,1.799829
TAP_TAPCELL_ROW_4_44,VPWR,li1,44.3900,24.1730,1.799766
TAP_TAPCELL_ROW_4_43,VPWR,li1,18.6300,24.1730,1.799881
TAP_TAPCELL_ROW_3_42,VPWR,li1,31.5100,19.3460,1.799868
TAP_TAPCELL_ROW_2_41,VPWR,li1,44.3900,18.7330,1.799826
TAP_TAPCELL_ROW_2_40,VPWR,li1,18.6300,18.7330,1.799911
TAP_TAPCELL_ROW_1_39,VPWR,li1,31.5100,13.9060,1.799899
TAP_TAPCELL_ROW_0_38,VPWR,li1,44.3900,13.2930,1.799854
TAP_TAPCELL_ROW_0_37,VPWR,li1,31.5100,13.2930,1.799899
TAP_TAPCELL_ROW_0_36,VPWR,li1,18.6300,13.2930,1.799935
PHY_EDGE_ROW_17_Left_35,VPWR,li1,6.2100,57.1200,1.799969
PHY_EDGE_ROW_16_Left_34,VPWR,li1,6.2100,57.1200,1.799969
PHY_EDGE_ROW_15_Left_33,VPWR,li1,6.2100,51.6800,1.799956
PHY_EDGE_ROW_14_Left_32,VPWR,li1,6.2100,51.6800,1.799956
PHY_EDGE_ROW_13_Left_31,VPWR,li1,6.2100,46.2400,1.799892
PHY_EDGE_ROW_12_Left_30,VPWR,li1,6.2100,46.2400,1.799892
PHY_EDGE_ROW_11_Left_29,VPWR,li1,6.2100,40.8000,1.799962
PHY_EDGE_ROW_10_Left_28,VPWR,li1,6.2100,40.8000,1.799962
PHY_EDGE_ROW_9_Left_27,VPWR,li1,6.2100,35.3600,1.799920
PHY_EDGE_ROW_8_Left_26,VPWR,li1,6.2100,35.3600,1.799920
PHY_EDGE_ROW_7_Left_25,VPWR,li1,6.2100,29.9200,1.799914
PHY_EDGE_ROW_6_Left_24,VPWR,li1,6.2100,29.9200,1.799914
PHY_EDGE_ROW_5_Left_23,VPWR,li1,6.2100,24.4800,1.799873
PHY_EDGE_ROW_4_Left_22,VPWR,li1,6.2100,24.4800,1.799873
PHY_EDGE_ROW_3_Left_21,VPWR,li1,6.2100,19.0400,1.799898
PHY_EDGE_ROW_2_Left_20,VPWR,li1,6.2100,19.0400,1.799898
PHY_EDGE_ROW_1_Left_19,VPWR,li1,6.2100,13.6000,1.799935
PHY_EDGE_ROW_0_Left_18,VPWR,li1,6.2100,13.6000,1.799935
PHY_EDGE_ROW_17_Right_17,VPWR,li1,54.5100,57.1200,1.799922
PHY_EDGE_ROW_16_Right_16,VPWR,li1,54.5100,57.1200,1.799922
PHY_EDGE_ROW_15_Right_15,VPWR,li1,54.5100,51.6800,1.799858
PHY_EDGE_ROW_14_Right_14,VPWR,li1,54.5100,51.6800,1.799858
PHY_EDGE_ROW_13_Right_13,VPWR,li1,54.5100,46.2400,1.799857
PHY_EDGE_ROW_12_Right_12,VPWR,li1,54.5100,46.2400,1.799857
PHY_EDGE_ROW_11_Right_11,VPWR,li1,54.5100,40.8000,1.799915
PHY_EDGE_ROW_10_Right_10,VPWR,li1,54.5100,40.8000,1.799915
PHY_EDGE_ROW_9_Right_9,VPWR,li1,54.5100,35.3600,1.799860
PHY_EDGE_ROW_8_Right_8,VPWR,li1,54.5100,35.3600,1.799860
PHY_EDGE_ROW_7_Right_7,VPWR,li1,54.5100,29.9200,1.799845
PHY_EDGE_ROW_6_Right_6,VPWR,li1,54.5100,29.9200,1.799845
PHY_EDGE_ROW_5_Right_5,VPWR,li1,54.5100,24.4800,1.799741
PHY_EDGE_ROW_4_Right_4,VPWR,li1,54.5100,24.4800,1.799741
PHY_EDGE_ROW_3_Right_3,VPWR,li1,54.5100,19.0400,1.799817
PHY_EDGE_ROW_2_Right_2,VPWR,li1,54.5100,19.0400,1.799817
PHY_EDGE_ROW_1_Right_1,VPWR,li1,54.5100,13.6000,1.799842
PHY_EDGE_ROW_0_Right_0,VPWR,li1,54.5100,13.6000,1.799842
_174_,VPWR,li1,41.8600,13.6000,1.799859
_173_,VPWR,li1,17.0200,13.6000,1.799935
_172_,VPWR,li1,49.2200,13.6000,1.799842
_171_,VPWR,li1,11.7300,19.0400,1.799898
_170_,VPWR,li1,13.8000,35.3600,1.799924
_169_,VPWR,li1,13.5700,46.2400,1.799893
_168_,VPWR,li1,12.1900,46.2400,1.799893
_167_,VPWR,li1,23.6900,24.4800,1.799869
_166_,VPWR,li1,48.9900,40.8000,1.799915
_165_,VPWR,li1,48.9900,46.2400,1.799857
_164_,VPWR,li1,37.0300,57.1200,1.799924
_163_,VPWR,li1,48.0700,51.6800,1.799858
_162_,VPWR,li1,32.2000,19.0400,1.799858
_161_,VPWR,li1,26.2200,13.6000,1.799925
_160_,VPWR,li1,49.2200,19.0400,1.799818
_159_,VPWR,li1,48.9900,35.3600,1.799860
_158_,VPWR,li1,41.1700,24.4800,1.799775
_157_,VPWR,li1,16.3300,24.4800,1.799876
_156_,VPWR,li1,10.8100,24.4800,1.799873
_155_,VPWR,li1,14.0300,29.9200,1.799917
_154_,VPWR,li1,12.6500,40.8000,1.799963
_153_,VPWR,li1,9.8900,35.3600,1.799920
_152_,VPWR,li1,17.7100,24.4800,1.799876
_151_,VPWR,li1,45.5400,46.2400,1.799864
_150_,VPWR,li1,42.0900,40.8000,1.799925
_149_,VPWR,li1,42.3200,46.2400,1.799868
_148_,VPWR,li1,39.5600,46.2400,1.799875
_147_,VPWR,li1,40.2500,46.2400,1.799875
_146_,VPWR,li1,39.1000,51.6800,1.799879
_145_,VPWR,li1,37.9500,57.1200,1.799922
_144_,VPWR,li1,41.4000,51.6800,1.799871
_143_,VPWR,li1,40.2500,51.6800,1.799879
_142_,VPWR,li1,46.2300,35.3600,1.799865
_141_,VPWR,li1,39.7900,40.8000,1.799930
_140_,VPWR,li1,42.7800,35.3600,1.799878
_139_,VPWR,li1,33.3500,19.0400,1.799858
_138_,VPWR,li1,32.4300,29.9200,1.799891
_137_,VPWR,li1,33.3500,29.9200,1.799886
_136_,VPWR,li1,29.9000,29.9200,1.799898
_135_,VPWR,li1,25.0700,29.9200,1.799915
_134_,VPWR,li1,45.7700,40.8000,1.799919
_133_,VPWR,li1,41.4000,35.3600,1.799878
_132_,VPWR,li1,33.3500,46.2400,1.799894
_131_,VPWR,li1,29.6700,46.2400,1.799906
_130_,VPWR,li1,28.0600,51.6800,1.799924
_129_,VPWR,li1,27.1400,46.2400,1.799914
_128_,VPWR,li1,34.7300,46.2400,1.799894
_127_,VPWR,li1,27.8300,46.2400,1.799914
_126_,VPWR,li1,22.5400,46.2400,1.799930
_125_,VPWR,li1,24.6100,46.2400,1.799922
_124_,VPWR,li1,41.4000,29.9200,1.799864
_123_,VPWR,li1,41.6300,13.6000,1.799859
_122_,VPWR,li1,45.7700,13.6000,1.799848
_121_,VPWR,li1,38.4100,13.6000,1.799872
_120_,VPWR,li1,39.7900,19.0400,1.799835
_119_,VPWR,li1,33.3500,13.6000,1.799891
_118_,VPWR,li1,29.6700,19.0400,1.799879
_117_,VPWR,li1,42.5500,19.0400,1.799829
_116_,VPWR,li1,51.2900,19.0400,1.799817
_115_,VPWR,li1,50.3700,29.9200,1.799845
_114_,VPWR,li1,25.9900,19.0400,1.799897
_113_,VPWR,li1,28.2900,24.4800,1.799840
_112_,VPWR,li1,27.8300,35.3600,1.799924
_111_,VPWR,li1,27.8300,40.8000,1.799957
_110_,VPWR,li1,31.7400,40.8000,1.799948
_109_,VPWR,li1,27.1400,40.8000,1.799957
_108_,VPWR,li1,20.0100,46.2400,1.799923
_107_,VPWR,li1,25.9900,51.6800,1.799939
_106_,VPWR,li1,22.3100,51.6800,1.799949
_105_,VPWR,li1,33.3500,24.4800,1.799812
_104_,VPWR,li1,38.8700,35.3600,1.799887
_103_,VPWR,li1,46.9200,29.9200,1.799855
_102_,VPWR,li1,51.9800,24.4800,1.799741
_101_,VPWR,li1,50.8300,29.9200,1.799845
_100_,VPWR,li1,20.9300,29.9200,1.799931
_099_,VPWR,li1,15.8700,29.9200,1.799921
_098_,VPWR,li1,11.2700,29.9200,1.799916
_097_,VPWR,li1,8.2800,35.3600,1.799920
_096_,VPWR,li1,13.5700,35.3600,1.799924
_095_,VPWR,li1,8.5100,29.9200,1.799914
_094_,VPWR,li1,17.7100,29.9200,1.799924
_093_,VPWR,li1,48.3000,24.4800,1.799751
_092_,VPWR,li1,41.8600,29.9200,1.799864
_091_,VPWR,li1,48.5300,24.4800,1.799751
_090_,VPWR,li1,24.6100,51.6800,1.799939
_089_,VPWR,li1,33.1200,35.3600,1.799905
_088_,VPWR,li1,28.9800,35.3600,1.799924
_087_,VPWR,li1,24.6100,35.3600,1.799933
_086_,VPWR,li1,23.0000,40.8000,1.799970
_085_,VPWR,li1,24.1500,40.8000,1.799964
_084_,VPWR,li1,21.3900,40.8000,1.799970
_083_,VPWR,li1,29.6700,29.9200,1.799898
_082_,VPWR,li1,21.3900,13.6000,1.799938
_081_,VPWR,li1,30.5900,24.4800,1.799829
_080_,VPWR,li1,29.6700,40.8000,1.799952
_079_,VPWR,li1,38.8700,29.9200,1.799873
_078_,VPWR,li1,43.4700,29.9200,1.799859
_077_,VPWR,li1,25.0700,40.8000,1.799964
